Zaman,Dosya,Kural,Icerik
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:15:18.795240-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:15:18.796776-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:15:18.796776-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:15:33.007983-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:15:33.007983-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:15:33.755295-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:15:33.755295-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:15:33.755875-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:15:33.755875-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:01.060928-05:00 kali CRON[69217]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:01.075304-05:00 kali CRON[69217]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:07.398962-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:17:07.398962-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:08.161248-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:17:08.161248-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:08.161826-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:17:08.161826-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:21.154207-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:17:21.154207-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:21.978648-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:17:21.978648-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:17:21.978808-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:17:21.978808-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:19:19.894427-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:19:19.894427-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:19:20.752124-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:19:20.752124-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:19:20.753385-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:19:20.753385-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:19:43.830542-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:19:43.830542-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:19:44.818333-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:19:44.818333-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:19:44.818713-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:19:44.818713-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:08.760870-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:08.760870-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:09.686914-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:09.686914-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:09.690358-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:09.690358-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:10.226368-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:10.226368-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:23.132268-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:23.132268-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:23.133295-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:23.133295-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:28.943031-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:28.943031-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:49.332049-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:49.332049-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:49.332839-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:49.332839-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:20:56.155155-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:20:56.155155-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:21:23.835784-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:21:23.835784-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:21:23.837983-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:21:23.837983-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:21:59.263900-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:21:59.263900-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:22:00.176321-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:22:00.176321-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:22:00.176473-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:22:00.176473-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:22:06.888620-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:22:06.888620-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:22:25.872093-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:22:25.872093-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:22:25.872341-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:22:25.872341-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:01.284380-05:00 kali CRON[73275]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:01.291687-05:00 kali CRON[73274]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:01.315461-05:00 kali CRON[73275]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:01.352169-05:00 kali CRON[73274]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:03.311711-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:03.311711-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:04.384997-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:04.384997-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:04.385443-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:04.385443-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:15.564989-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:15.564989-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:36.068773-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:36.068773-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:36.071099-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:36.071099-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:25:45.745532-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:25:45.745532-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,2026-01-31T06:27:42.379213-05:00 kali unix_chkpwd[74667]: password check failed for user (drk)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T06:27:42.379213-05:00 kali unix_chkpwd[74667]: password check failed for user (drk)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failure,2026-01-31T06:27:42.380503-05:00 kali sudo: pam_unix(sudo:auth): authentication failure; logname=drk uid=1000 euid=0 tty=/dev/pts/0 ruser=drk rhost=  user=drk
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:27:42.380503-05:00 kali sudo: pam_unix(sudo:auth): authentication failure; logname=drk uid=1000 euid=0 tty=/dev/pts/0 ruser=drk rhost=  user=drk
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:27:45.747584-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:27:45.747584-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:27:45.748321-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:27:45.748321-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:27:45.766610-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:27:45.766610-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:27:52.225260-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:27:52.225260-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:27:52.225945-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T06:27:52.225945-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:37:30.296604-05:00 kali CRON[77616]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:37:30.407202-05:00 kali CRON[77616]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:39:01.447444-05:00 kali CRON[78462]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:39:01.458435-05:00 kali CRON[78462]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:45:01.502237-05:00 kali CRON[81428]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T06:45:01.533480-05:00 kali CRON[81428]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,2026-01-31T08:35:44.147923-05:00 kali xfce4-screensaver-dialog: pam_unix(xfce4-screensaver:account): setuid failed: Operation not permitted
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:35:56.964397-05:00 kali CRON[82008]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:35:56.974910-05:00 kali CRON[82008]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:39:01.065296-05:00 kali CRON[83524]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:39:01.071749-05:00 kali CRON[83524]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:39:01.436640-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T08:39:01.436640-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:45:01.106874-05:00 kali CRON[86531]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:45:01.118876-05:00 kali CRON[86531]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:55:01.680982-05:00 kali CRON[90830]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T08:55:01.701800-05:00 kali CRON[90830]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:05:01.666643-05:00 kali CRON[94301]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:05:01.694737-05:00 kali CRON[94301]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:09:01.830767-05:00 kali CRON[96261]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:09:01.858692-05:00 kali CRON[96261]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,2026-01-31T09:14:57.582257-05:00 kali xfce4-screensaver-dialog: pam_unix(xfce4-screensaver:account): setuid failed: Operation not permitted
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:15:01.662078-05:00 kali CRON[97685]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:15:01.669144-05:00 kali CRON[97685]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:16:57.952154-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:16:57.952154-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:16:57.957664-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:16:57.957664-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:17:01.687239-05:00 kali CRON[98689]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:17:01.697256-05:00 kali CRON[98689]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:17:18.848374-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:17:18.848374-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:17:51.557265-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:17:51.557265-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:17:51.558094-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:17:51.558094-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:17:58.108829-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:17:58.108829-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:18:18.744174-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:18:18.744174-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:18:18.744769-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:18:18.744769-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:18:37.386536-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T09:18:37.386536-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T09:18:38.376945-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
